species,in-frame_score
filtered_sequences_psauron_score,0.98803
filtered_sequences_psauron_score,0.98622
filtered_sequences_psauron_score,0.57184
filtered_sequences_psauron_score,0.89468
filtered_sequences_psauron_score,0.92605
filtered_sequences_psauron_score,0.99685
filtered_sequences_psauron_score,0.99476
filtered_sequences_psauron_score,0.99986
filtered_sequences_psauron_score,0.99108
filtered_sequences_psauron_score,0.99450
filtered_sequences_psauron_score,0.76173
filtered_sequences_psauron_score,0.46897
filtered_sequences_psauron_score,0.81424
filtered_sequences_psauron_score,0.97733
filtered_sequences_psauron_score,0.95700
filtered_sequences_psauron_score,0.99851
filtered_sequences_psauron_score,0.99940
filtered_sequences_psauron_score,0.99960
filtered_sequences_psauron_score,0.99776
filtered_sequences_psauron_score,0.36283
filtered_sequences_psauron_score,0.99930
filtered_sequences_psauron_score,0.99934
filtered_sequences_psauron_score,0.09620
filtered_sequences_psauron_score,0.81410
filtered_sequences_psauron_score,0.99149
filtered_sequences_psauron_score,0.97240
filtered_sequences_psauron_score,0.99623
filtered_sequences_psauron_score,0.99992
filtered_sequences_psauron_score,0.99286
filtered_sequences_psauron_score,0.98462
filtered_sequences_psauron_score,0.99252
filtered_sequences_psauron_score,0.98378
filtered_sequences_psauron_score,0.97871
filtered_sequences_psauron_score,0.99305
filtered_sequences_psauron_score,0.99140
filtered_sequences_psauron_score,0.98029
filtered_sequences_psauron_score,0.99669
filtered_sequences_psauron_score,0.99972
filtered_sequences_psauron_score,0.99334
filtered_sequences_psauron_score,0.95427
filtered_sequences_psauron_score,0.97460
filtered_sequences_psauron_score,0.96053
filtered_sequences_psauron_score,0.97910
filtered_sequences_psauron_score,0.95720
filtered_sequences_psauron_score,0.99150
filtered_sequences_psauron_score,0.99628
filtered_sequences_psauron_score,0.99710
filtered_sequences_psauron_score,0.99079
filtered_sequences_psauron_score,0.98338
filtered_sequences_psauron_score,0.99953
filtered_sequences_psauron_score,0.99681
filtered_sequences_psauron_score,0.99310
filtered_sequences_psauron_score,0.99834
filtered_sequences_psauron_score,0.99054
filtered_sequences_psauron_score,0.99845
filtered_sequences_psauron_score,0.99741
filtered_sequences_psauron_score,0.95632
filtered_sequences_psauron_score,0.93388
filtered_sequences_psauron_score,0.97185
filtered_sequences_psauron_score,0.99869
filtered_sequences_psauron_score,0.99244
filtered_sequences_psauron_score,0.99391
filtered_sequences_psauron_score,0.88550
filtered_sequences_psauron_score,0.99074
filtered_sequences_psauron_score,0.99022
filtered_sequences_psauron_score,0.90963
filtered_sequences_psauron_score,0.99507
filtered_sequences_psauron_score,0.99940
filtered_sequences_psauron_score,0.95153
filtered_sequences_psauron_score,0.99395
filtered_sequences_psauron_score,0.91259
filtered_sequences_psauron_score,0.91552
filtered_sequences_psauron_score,0.99784
filtered_sequences_psauron_score,0.97133
filtered_sequences_psauron_score,0.99149
filtered_sequences_psauron_score,0.99222
filtered_sequences_psauron_score,0.99962
filtered_sequences_psauron_score,0.96866
filtered_sequences_psauron_score,0.99895
filtered_sequences_psauron_score,0.95803
filtered_sequences_psauron_score,0.81795
filtered_sequences_psauron_score,0.96668
filtered_sequences_psauron_score,0.94782
filtered_sequences_psauron_score,0.95048
filtered_sequences_psauron_score,0.99967
filtered_sequences_psauron_score,0.97679
filtered_sequences_psauron_score,0.99254
filtered_sequences_psauron_score,0.98493
filtered_sequences_psauron_score,0.84311
filtered_sequences_psauron_score,0.99901
filtered_sequences_psauron_score,0.99752
filtered_sequences_psauron_score,0.99553
filtered_sequences_psauron_score,0.98876
filtered_sequences_psauron_score,0.85995
filtered_sequences_psauron_score,0.97247
filtered_sequences_psauron_score,0.96798
filtered_sequences_psauron_score,0.16280
filtered_sequences_psauron_score,0.96401
filtered_sequences_psauron_score,0.79850
filtered_sequences_psauron_score,0.99790
filtered_sequences_psauron_score,0.99937
filtered_sequences_psauron_score,0.99794
filtered_sequences_psauron_score,0.98099
filtered_sequences_psauron_score,0.99691
filtered_sequences_psauron_score,0.98885
filtered_sequences_psauron_score,0.99967
filtered_sequences_psauron_score,0.97467
filtered_sequences_psauron_score,0.95901
filtered_sequences_psauron_score,0.99669
filtered_sequences_psauron_score,0.99909
filtered_sequences_psauron_score,0.99731
filtered_sequences_psauron_score,0.99953
filtered_sequences_psauron_score,0.99948
filtered_sequences_psauron_score,0.98768
filtered_sequences_psauron_score,0.99488
filtered_sequences_psauron_score,0.97881
filtered_sequences_psauron_score,0.75995
filtered_sequences_psauron_score,0.99884
filtered_sequences_psauron_score,0.99840
filtered_sequences_psauron_score,0.99993
filtered_sequences_psauron_score,0.96093
filtered_sequences_psauron_score,0.99979
filtered_sequences_psauron_score,0.12830
filtered_sequences_psauron_score,0.87083
filtered_sequences_psauron_score,0.99846
filtered_sequences_psauron_score,0.98711
filtered_sequences_psauron_score,0.89459
filtered_sequences_psauron_score,0.99980
filtered_sequences_psauron_score,0.98453
filtered_sequences_psauron_score,0.98840
filtered_sequences_psauron_score,0.67872
filtered_sequences_psauron_score,0.99458
filtered_sequences_psauron_score,0.93680
filtered_sequences_psauron_score,0.08603
filtered_sequences_psauron_score,0.03766
filtered_sequences_psauron_score,0.79113
filtered_sequences_psauron_score,0.99006
filtered_sequences_psauron_score,0.99513
filtered_sequences_psauron_score,0.96861
filtered_sequences_psauron_score,0.08264
filtered_sequences_psauron_score,0.99956
filtered_sequences_psauron_score,0.84005
filtered_sequences_psauron_score,0.99784
filtered_sequences_psauron_score,0.99990
filtered_sequences_psauron_score,0.99962
filtered_sequences_psauron_score,0.99620
filtered_sequences_psauron_score,0.99659
filtered_sequences_psauron_score,0.65974
filtered_sequences_psauron_score,0.99382
filtered_sequences_psauron_score,0.96357
filtered_sequences_psauron_score,0.94220
filtered_sequences_psauron_score,0.95944
filtered_sequences_psauron_score,0.99643
filtered_sequences_psauron_score,0.99349
filtered_sequences_psauron_score,0.99925
filtered_sequences_psauron_score,0.94027
filtered_sequences_psauron_score,0.96641
filtered_sequences_psauron_score,0.91091
filtered_sequences_psauron_score,0.98050
filtered_sequences_psauron_score,0.96073
filtered_sequences_psauron_score,0.98742
filtered_sequences_psauron_score,0.98812
filtered_sequences_psauron_score,0.98904
filtered_sequences_psauron_score,0.99884
filtered_sequences_psauron_score,0.99817
filtered_sequences_psauron_score,0.99954
filtered_sequences_psauron_score,0.99779
filtered_sequences_psauron_score,0.99505
filtered_sequences_psauron_score,0.99983
filtered_sequences_psauron_score,0.99923
filtered_sequences_psauron_score,0.86043
filtered_sequences_psauron_score,0.54348
filtered_sequences_psauron_score,0.99879
filtered_sequences_psauron_score,0.99881
filtered_sequences_psauron_score,0.99466
filtered_sequences_psauron_score,0.75499
filtered_sequences_psauron_score,0.99991
filtered_sequences_psauron_score,0.99818
filtered_sequences_psauron_score,0.99920
filtered_sequences_psauron_score,0.98482
filtered_sequences_psauron_score,0.93313
filtered_sequences_psauron_score,0.99616
filtered_sequences_psauron_score,0.99681
filtered_sequences_psauron_score,0.96856
filtered_sequences_psauron_score,0.14178
filtered_sequences_psauron_score,0.99727
filtered_sequences_psauron_score,0.99996
filtered_sequences_psauron_score,0.98352
filtered_sequences_psauron_score,0.99132
filtered_sequences_psauron_score,0.99513
filtered_sequences_psauron_score,0.74201
filtered_sequences_psauron_score,0.96855
filtered_sequences_psauron_score,0.99652
filtered_sequences_psauron_score,0.99993
filtered_sequences_psauron_score,0.99707
filtered_sequences_psauron_score,0.99656
filtered_sequences_psauron_score,0.99962
filtered_sequences_psauron_score,0.99747
filtered_sequences_psauron_score,0.79770
filtered_sequences_psauron_score,0.95774
filtered_sequences_psauron_score,0.93039
filtered_sequences_psauron_score,0.99951
filtered_sequences_psauron_score,0.99931
filtered_sequences_psauron_score,0.99609
filtered_sequences_psauron_score,0.90255
filtered_sequences_psauron_score,0.59996
filtered_sequences_psauron_score,0.99691
filtered_sequences_psauron_score,0.99576
filtered_sequences_psauron_score,0.27212
filtered_sequences_psauron_score,0.94949
filtered_sequences_psauron_score,0.99798
filtered_sequences_psauron_score,0.99823
filtered_sequences_psauron_score,0.99949
filtered_sequences_psauron_score,0.90348
filtered_sequences_psauron_score,0.98837
filtered_sequences_psauron_score,0.96879
filtered_sequences_psauron_score,0.98067
filtered_sequences_psauron_score,0.99792
filtered_sequences_psauron_score,0.99990
filtered_sequences_psauron_score,0.99989
filtered_sequences_psauron_score,0.98919
filtered_sequences_psauron_score,0.99138
filtered_sequences_psauron_score,0.89183
filtered_sequences_psauron_score,0.89325
filtered_sequences_psauron_score,0.97804
filtered_sequences_psauron_score,0.90387
filtered_sequences_psauron_score,0.98813
filtered_sequences_psauron_score,0.99474
filtered_sequences_psauron_score,0.93066
filtered_sequences_psauron_score,0.99770
filtered_sequences_psauron_score,0.99813
filtered_sequences_psauron_score,0.97042
filtered_sequences_psauron_score,0.92933
filtered_sequences_psauron_score,0.95958
filtered_sequences_psauron_score,0.99707
filtered_sequences_psauron_score,0.97436
filtered_sequences_psauron_score,0.97937
filtered_sequences_psauron_score,0.99713
filtered_sequences_psauron_score,0.86334
filtered_sequences_psauron_score,0.98072
filtered_sequences_psauron_score,0.82470
filtered_sequences_psauron_score,0.99930
filtered_sequences_psauron_score,0.99829
filtered_sequences_psauron_score,0.99652
filtered_sequences_psauron_score,0.95596
filtered_sequences_psauron_score,0.99075
filtered_sequences_psauron_score,0.89178
filtered_sequences_psauron_score,0.98280
filtered_sequences_psauron_score,0.99673
filtered_sequences_psauron_score,0.99941
filtered_sequences_psauron_score,0.98364
filtered_sequences_psauron_score,0.95906
filtered_sequences_psauron_score,0.97515
filtered_sequences_psauron_score,0.91211
filtered_sequences_psauron_score,0.98081
filtered_sequences_psauron_score,0.99764
filtered_sequences_psauron_score,0.99759
filtered_sequences_psauron_score,0.95741
filtered_sequences_psauron_score,0.99750
filtered_sequences_psauron_score,0.99749
filtered_sequences_psauron_score,0.99747
filtered_sequences_psauron_score,0.99987
filtered_sequences_psauron_score,0.77432
filtered_sequences_psauron_score,0.99879
filtered_sequences_psauron_score,0.99455
filtered_sequences_psauron_score,0.99662
filtered_sequences_psauron_score,0.99939
filtered_sequences_psauron_score,0.47308
filtered_sequences_psauron_score,0.99713
filtered_sequences_psauron_score,0.98156
filtered_sequences_psauron_score,0.99607
filtered_sequences_psauron_score,0.44265
filtered_sequences_psauron_score,0.49023
filtered_sequences_psauron_score,0.96977
filtered_sequences_psauron_score,0.71535
filtered_sequences_psauron_score,0.99865
filtered_sequences_psauron_score,0.99965
filtered_sequences_psauron_score,0.99413
filtered_sequences_psauron_score,0.99533
filtered_sequences_psauron_score,0.99909
filtered_sequences_psauron_score,0.98403
filtered_sequences_psauron_score,0.98421
filtered_sequences_psauron_score,0.98395
filtered_sequences_psauron_score,0.99993
filtered_sequences_psauron_score,1.00000
filtered_sequences_psauron_score,0.99638
filtered_sequences_psauron_score,0.99009
filtered_sequences_psauron_score,0.99873
filtered_sequences_psauron_score,0.99685
filtered_sequences_psauron_score,0.97624
filtered_sequences_psauron_score,0.99220
filtered_sequences_psauron_score,0.98906
filtered_sequences_psauron_score,0.95269
filtered_sequences_psauron_score,0.99571
filtered_sequences_psauron_score,0.95185
filtered_sequences_psauron_score,0.99981
filtered_sequences_psauron_score,0.98772
filtered_sequences_psauron_score,0.93762
filtered_sequences_psauron_score,0.99802
filtered_sequences_psauron_score,0.98996
filtered_sequences_psauron_score,0.41755
filtered_sequences_psauron_score,0.99920
filtered_sequences_psauron_score,0.99789
filtered_sequences_psauron_score,0.89590
filtered_sequences_psauron_score,0.99706
filtered_sequences_psauron_score,0.99513
filtered_sequences_psauron_score,0.99534
filtered_sequences_psauron_score,0.99818
filtered_sequences_psauron_score,0.99356
filtered_sequences_psauron_score,0.98092
filtered_sequences_psauron_score,0.99915
filtered_sequences_psauron_score,0.99650
filtered_sequences_psauron_score,0.99863
filtered_sequences_psauron_score,0.99948
filtered_sequences_psauron_score,0.99538
filtered_sequences_psauron_score,0.98871
filtered_sequences_psauron_score,0.98010
filtered_sequences_psauron_score,0.98737
filtered_sequences_psauron_score,0.99526
filtered_sequences_psauron_score,0.99845
filtered_sequences_psauron_score,0.99817
filtered_sequences_psauron_score,0.98743
filtered_sequences_psauron_score,0.99142
filtered_sequences_psauron_score,0.99923
filtered_sequences_psauron_score,0.99676
filtered_sequences_psauron_score,0.98764
filtered_sequences_psauron_score,0.99977
filtered_sequences_psauron_score,0.99839
filtered_sequences_psauron_score,0.99977
filtered_sequences_psauron_score,0.81769
filtered_sequences_psauron_score,0.98817
filtered_sequences_psauron_score,0.91944
filtered_sequences_psauron_score,0.99697
filtered_sequences_psauron_score,0.99804
filtered_sequences_psauron_score,0.99561
filtered_sequences_psauron_score,0.99506
filtered_sequences_psauron_score,0.90406
filtered_sequences_psauron_score,0.98402
filtered_sequences_psauron_score,0.98737
filtered_sequences_psauron_score,0.98176
filtered_sequences_psauron_score,0.99340
filtered_sequences_psauron_score,0.98404
filtered_sequences_psauron_score,0.99702
filtered_sequences_psauron_score,0.98206
filtered_sequences_psauron_score,0.07596
filtered_sequences_psauron_score,0.99390
filtered_sequences_psauron_score,0.99164
filtered_sequences_psauron_score,0.99309
filtered_sequences_psauron_score,0.79737
filtered_sequences_psauron_score,0.99652
filtered_sequences_psauron_score,0.99713
filtered_sequences_psauron_score,0.99461
filtered_sequences_psauron_score,0.97113
filtered_sequences_psauron_score,0.01258
filtered_sequences_psauron_score,0.99530
filtered_sequences_psauron_score,0.98436
filtered_sequences_psauron_score,0.99929
filtered_sequences_psauron_score,0.99805
filtered_sequences_psauron_score,0.99817
filtered_sequences_psauron_score,0.98458
filtered_sequences_psauron_score,0.99280
filtered_sequences_psauron_score,0.99970
filtered_sequences_psauron_score,0.99745
filtered_sequences_psauron_score,0.99238
filtered_sequences_psauron_score,0.97703
filtered_sequences_psauron_score,0.98577
filtered_sequences_psauron_score,0.90658
filtered_sequences_psauron_score,0.99997
filtered_sequences_psauron_score,0.66051
filtered_sequences_psauron_score,0.89892
filtered_sequences_psauron_score,0.98085
filtered_sequences_psauron_score,0.98370
filtered_sequences_psauron_score,0.81210
filtered_sequences_psauron_score,0.99565
filtered_sequences_psauron_score,0.99253
filtered_sequences_psauron_score,0.14931
filtered_sequences_psauron_score,0.63175
filtered_sequences_psauron_score,0.99575
filtered_sequences_psauron_score,0.98995
filtered_sequences_psauron_score,0.98703
filtered_sequences_psauron_score,0.99836
filtered_sequences_psauron_score,0.99984
filtered_sequences_psauron_score,0.85303
filtered_sequences_psauron_score,0.99855
filtered_sequences_psauron_score,0.99901
filtered_sequences_psauron_score,0.99365
filtered_sequences_psauron_score,0.99558
filtered_sequences_psauron_score,0.99986
filtered_sequences_psauron_score,0.99927
filtered_sequences_psauron_score,0.99849
filtered_sequences_psauron_score,0.99810
filtered_sequences_psauron_score,0.99770
filtered_sequences_psauron_score,0.99714
filtered_sequences_psauron_score,0.97834
filtered_sequences_psauron_score,0.91668
filtered_sequences_psauron_score,0.99853
filtered_sequences_psauron_score,0.82073
filtered_sequences_psauron_score,0.99872
filtered_sequences_psauron_score,0.61647
filtered_sequences_psauron_score,0.99912
filtered_sequences_psauron_score,0.96236
filtered_sequences_psauron_score,0.92768
filtered_sequences_psauron_score,0.98004
filtered_sequences_psauron_score,0.98028
filtered_sequences_psauron_score,0.78393
filtered_sequences_psauron_score,0.99214
filtered_sequences_psauron_score,0.99463
filtered_sequences_psauron_score,0.99631
filtered_sequences_psauron_score,0.98710
filtered_sequences_psauron_score,0.85932
filtered_sequences_psauron_score,0.95579
filtered_sequences_psauron_score,0.99719
filtered_sequences_psauron_score,0.93992
filtered_sequences_psauron_score,0.86591
filtered_sequences_psauron_score,0.97233
filtered_sequences_psauron_score,0.97739
filtered_sequences_psauron_score,0.99726
filtered_sequences_psauron_score,0.99916
filtered_sequences_psauron_score,0.56761
filtered_sequences_psauron_score,0.99452
filtered_sequences_psauron_score,0.95887
filtered_sequences_psauron_score,0.99985
filtered_sequences_psauron_score,0.99628
filtered_sequences_psauron_score,0.98773
filtered_sequences_psauron_score,0.99269
filtered_sequences_psauron_score,0.83392
filtered_sequences_psauron_score,0.99933
filtered_sequences_psauron_score,0.98649
filtered_sequences_psauron_score,0.99411
filtered_sequences_psauron_score,0.99745
filtered_sequences_psauron_score,0.99230
filtered_sequences_psauron_score,0.99355
filtered_sequences_psauron_score,0.99248
filtered_sequences_psauron_score,0.59318
filtered_sequences_psauron_score,0.99913
filtered_sequences_psauron_score,0.98069
filtered_sequences_psauron_score,0.99917
filtered_sequences_psauron_score,0.99630
filtered_sequences_psauron_score,0.99322
filtered_sequences_psauron_score,0.98633
filtered_sequences_psauron_score,0.99995
filtered_sequences_psauron_score,0.56380
filtered_sequences_psauron_score,0.99916
filtered_sequences_psauron_score,0.99814
filtered_sequences_psauron_score,0.99581
filtered_sequences_psauron_score,0.98379
filtered_sequences_psauron_score,0.97827
filtered_sequences_psauron_score,0.99755
filtered_sequences_psauron_score,0.51580
filtered_sequences_psauron_score,0.99335
filtered_sequences_psauron_score,0.99543
filtered_sequences_psauron_score,0.96881
filtered_sequences_psauron_score,0.98588
filtered_sequences_psauron_score,0.91302
filtered_sequences_psauron_score,0.91043
filtered_sequences_psauron_score,0.99930
filtered_sequences_psauron_score,0.62275
filtered_sequences_psauron_score,0.97186
filtered_sequences_psauron_score,0.99990
filtered_sequences_psauron_score,0.98762
filtered_sequences_psauron_score,0.87846
filtered_sequences_psauron_score,0.86885
filtered_sequences_psauron_score,0.99404
filtered_sequences_psauron_score,0.12699
filtered_sequences_psauron_score,0.99913
filtered_sequences_psauron_score,0.99993
filtered_sequences_psauron_score,0.99999
filtered_sequences_psauron_score,0.92397
filtered_sequences_psauron_score,0.99827
filtered_sequences_psauron_score,0.68247
filtered_sequences_psauron_score,0.99976
filtered_sequences_psauron_score,0.98451
filtered_sequences_psauron_score,0.99585
filtered_sequences_psauron_score,0.99741
filtered_sequences_psauron_score,0.99792
filtered_sequences_psauron_score,0.99706
filtered_sequences_psauron_score,0.99999
filtered_sequences_psauron_score,0.99801
filtered_sequences_psauron_score,0.99909
filtered_sequences_psauron_score,0.98427
filtered_sequences_psauron_score,0.95088
filtered_sequences_psauron_score,0.99489
filtered_sequences_psauron_score,0.99987
filtered_sequences_psauron_score,0.99590
filtered_sequences_psauron_score,0.99122
filtered_sequences_psauron_score,0.98541
filtered_sequences_psauron_score,0.99979
filtered_sequences_psauron_score,0.95073
filtered_sequences_psauron_score,0.99071
filtered_sequences_psauron_score,0.98674
filtered_sequences_psauron_score,0.31975
filtered_sequences_psauron_score,0.99890
filtered_sequences_psauron_score,0.93799
filtered_sequences_psauron_score,0.98667
filtered_sequences_psauron_score,0.99387
filtered_sequences_psauron_score,0.99932
filtered_sequences_psauron_score,0.93707
filtered_sequences_psauron_score,0.99982
filtered_sequences_psauron_score,0.94640
filtered_sequences_psauron_score,0.99983
filtered_sequences_psauron_score,0.79897
filtered_sequences_psauron_score,0.93244
filtered_sequences_psauron_score,0.99986
filtered_sequences_psauron_score,0.93375
filtered_sequences_psauron_score,0.55503
filtered_sequences_psauron_score,0.99968
filtered_sequences_psauron_score,0.99879
filtered_sequences_psauron_score,0.04893
filtered_sequences_psauron_score,0.99247
filtered_sequences_psauron_score,0.96651
filtered_sequences_psauron_score,0.97989
filtered_sequences_psauron_score,0.99952
filtered_sequences_psauron_score,0.99810
filtered_sequences_psauron_score,0.99985
filtered_sequences_psauron_score,0.99973
filtered_sequences_psauron_score,0.99157
filtered_sequences_psauron_score,0.91620
filtered_sequences_psauron_score,0.98560
filtered_sequences_psauron_score,0.99989
filtered_sequences_psauron_score,0.99975
filtered_sequences_psauron_score,0.97422
filtered_sequences_psauron_score,0.98155
filtered_sequences_psauron_score,0.99942
filtered_sequences_psauron_score,0.99886
filtered_sequences_psauron_score,0.92607
filtered_sequences_psauron_score,0.99907
filtered_sequences_psauron_score,0.99892
filtered_sequences_psauron_score,0.98734
filtered_sequences_psauron_score,0.97366
filtered_sequences_psauron_score,0.99223
filtered_sequences_psauron_score,0.99956
filtered_sequences_psauron_score,0.96930
filtered_sequences_psauron_score,0.99354
filtered_sequences_psauron_score,0.99835
filtered_sequences_psauron_score,0.96583
filtered_sequences_psauron_score,0.99936
filtered_sequences_psauron_score,0.99686
filtered_sequences_psauron_score,0.99848
filtered_sequences_psauron_score,0.99599
filtered_sequences_psauron_score,0.90486
filtered_sequences_psauron_score,0.99778
filtered_sequences_psauron_score,0.87364
filtered_sequences_psauron_score,0.97672
filtered_sequences_psauron_score,0.98905
filtered_sequences_psauron_score,0.99956
filtered_sequences_psauron_score,0.31309
filtered_sequences_psauron_score,0.95404
filtered_sequences_psauron_score,0.98922
filtered_sequences_psauron_score,0.99758
filtered_sequences_psauron_score,0.99558
filtered_sequences_psauron_score,0.99817
filtered_sequences_psauron_score,0.99562
filtered_sequences_psauron_score,0.79203
filtered_sequences_psauron_score,0.99552
filtered_sequences_psauron_score,0.99911
filtered_sequences_psauron_score,0.99217
filtered_sequences_psauron_score,0.99915
filtered_sequences_psauron_score,0.99808
filtered_sequences_psauron_score,0.01896
filtered_sequences_psauron_score,0.82637
filtered_sequences_psauron_score,0.99800
filtered_sequences_psauron_score,0.75878
filtered_sequences_psauron_score,0.56620
filtered_sequences_psauron_score,0.98959
filtered_sequences_psauron_score,0.90874
filtered_sequences_psauron_score,0.99615
filtered_sequences_psauron_score,0.99881
filtered_sequences_psauron_score,0.96553
filtered_sequences_psauron_score,0.98913
filtered_sequences_psauron_score,0.98203
filtered_sequences_psauron_score,0.99815
filtered_sequences_psauron_score,0.94715
filtered_sequences_psauron_score,0.99916
filtered_sequences_psauron_score,0.24061
filtered_sequences_psauron_score,0.99354
filtered_sequences_psauron_score,0.98419
filtered_sequences_psauron_score,0.99961
filtered_sequences_psauron_score,0.99830
filtered_sequences_psauron_score,0.93451
filtered_sequences_psauron_score,0.99896
filtered_sequences_psauron_score,0.99582
filtered_sequences_psauron_score,0.97176
filtered_sequences_psauron_score,0.99193
filtered_sequences_psauron_score,0.99953
filtered_sequences_psauron_score,0.79339
filtered_sequences_psauron_score,0.99100
filtered_sequences_psauron_score,0.94980
filtered_sequences_psauron_score,0.96966
filtered_sequences_psauron_score,0.01936
filtered_sequences_psauron_score,0.99025
filtered_sequences_psauron_score,0.96354
filtered_sequences_psauron_score,0.88902
filtered_sequences_psauron_score,0.98610
filtered_sequences_psauron_score,0.99835
filtered_sequences_psauron_score,0.98623
filtered_sequences_psauron_score,0.99646
filtered_sequences_psauron_score,0.98699
filtered_sequences_psauron_score,0.91899
filtered_sequences_psauron_score,0.99814
filtered_sequences_psauron_score,0.99711
filtered_sequences_psauron_score,0.93868
filtered_sequences_psauron_score,0.57016
filtered_sequences_psauron_score,0.82866
filtered_sequences_psauron_score,0.70470
filtered_sequences_psauron_score,0.97751
filtered_sequences_psauron_score,0.97046
filtered_sequences_psauron_score,0.93255
filtered_sequences_psauron_score,0.99998
filtered_sequences_psauron_score,0.99645
filtered_sequences_psauron_score,0.98685
filtered_sequences_psauron_score,0.95109
filtered_sequences_psauron_score,0.99354
filtered_sequences_psauron_score,0.26242
filtered_sequences_psauron_score,0.99761
filtered_sequences_psauron_score,0.97078
filtered_sequences_psauron_score,0.99881
filtered_sequences_psauron_score,0.99820
filtered_sequences_psauron_score,0.95610
filtered_sequences_psauron_score,0.98755
filtered_sequences_psauron_score,0.90585
filtered_sequences_psauron_score,0.91195
filtered_sequences_psauron_score,0.99671
filtered_sequences_psauron_score,0.99914
filtered_sequences_psauron_score,0.99520
filtered_sequences_psauron_score,0.99069
filtered_sequences_psauron_score,0.99503
filtered_sequences_psauron_score,0.99758
filtered_sequences_psauron_score,0.99993
filtered_sequences_psauron_score,0.99956
filtered_sequences_psauron_score,0.99892
filtered_sequences_psauron_score,0.91847
filtered_sequences_psauron_score,0.98755
filtered_sequences_psauron_score,0.95685
filtered_sequences_psauron_score,0.92862
filtered_sequences_psauron_score,0.96449
filtered_sequences_psauron_score,0.53833
filtered_sequences_psauron_score,0.95779
filtered_sequences_psauron_score,0.92742
filtered_sequences_psauron_score,0.99923
filtered_sequences_psauron_score,0.99949
filtered_sequences_psauron_score,0.50774
filtered_sequences_psauron_score,0.99818
filtered_sequences_psauron_score,0.91274
filtered_sequences_psauron_score,0.99709
filtered_sequences_psauron_score,0.99477
filtered_sequences_psauron_score,0.13123
filtered_sequences_psauron_score,0.50219
filtered_sequences_psauron_score,0.96577
filtered_sequences_psauron_score,0.99948
filtered_sequences_psauron_score,0.99362
filtered_sequences_psauron_score,0.99839
filtered_sequences_psauron_score,0.73931
filtered_sequences_psauron_score,0.99886
filtered_sequences_psauron_score,0.99262
filtered_sequences_psauron_score,0.99966
filtered_sequences_psauron_score,0.98117
filtered_sequences_psauron_score,0.99938
filtered_sequences_psauron_score,0.99720
filtered_sequences_psauron_score,0.99147
filtered_sequences_psauron_score,0.99282
filtered_sequences_psauron_score,0.99029
filtered_sequences_psauron_score,0.99982
filtered_sequences_psauron_score,0.99713
filtered_sequences_psauron_score,0.99698
filtered_sequences_psauron_score,0.99653
filtered_sequences_psauron_score,0.99634
filtered_sequences_psauron_score,0.99899
filtered_sequences_psauron_score,0.99643
filtered_sequences_psauron_score,0.94415
filtered_sequences_psauron_score,0.95187
filtered_sequences_psauron_score,0.99053
filtered_sequences_psauron_score,0.13987
filtered_sequences_psauron_score,0.99621
filtered_sequences_psauron_score,0.98198
filtered_sequences_psauron_score,0.99758
filtered_sequences_psauron_score,0.99405
filtered_sequences_psauron_score,0.99343
filtered_sequences_psauron_score,0.94597
filtered_sequences_psauron_score,0.99923
filtered_sequences_psauron_score,0.99694
filtered_sequences_psauron_score,0.88118
filtered_sequences_psauron_score,0.99007
filtered_sequences_psauron_score,0.85248
filtered_sequences_psauron_score,0.89256
filtered_sequences_psauron_score,0.96199
filtered_sequences_psauron_score,0.99731
filtered_sequences_psauron_score,0.99956
filtered_sequences_psauron_score,0.98903
filtered_sequences_psauron_score,0.95264
filtered_sequences_psauron_score,0.97073
filtered_sequences_psauron_score,0.99066
filtered_sequences_psauron_score,0.95196
filtered_sequences_psauron_score,0.99698
filtered_sequences_psauron_score,0.97775
filtered_sequences_psauron_score,0.82377
filtered_sequences_psauron_score,0.97437
filtered_sequences_psauron_score,0.72355
filtered_sequences_psauron_score,0.99910
filtered_sequences_psauron_score,0.99903
filtered_sequences_psauron_score,0.97188
filtered_sequences_psauron_score,0.99955
filtered_sequences_psauron_score,0.99866
filtered_sequences_psauron_score,0.98661
filtered_sequences_psauron_score,0.99905
filtered_sequences_psauron_score,0.99919
filtered_sequences_psauron_score,0.99294
filtered_sequences_psauron_score,0.97834
filtered_sequences_psauron_score,0.99827
filtered_sequences_psauron_score,0.99747
filtered_sequences_psauron_score,0.98612
filtered_sequences_psauron_score,0.99219
filtered_sequences_psauron_score,0.95439
filtered_sequences_psauron_score,0.98388
filtered_sequences_psauron_score,0.99456
filtered_sequences_psauron_score,0.97551
filtered_sequences_psauron_score,0.99818
filtered_sequences_psauron_score,0.96753
filtered_sequences_psauron_score,0.99480
filtered_sequences_psauron_score,0.99743
filtered_sequences_psauron_score,0.99898
filtered_sequences_psauron_score,0.97943
filtered_sequences_psauron_score,0.95278
filtered_sequences_psauron_score,0.99804
filtered_sequences_psauron_score,0.97322
filtered_sequences_psauron_score,0.99599
filtered_sequences_psauron_score,0.67248
filtered_sequences_psauron_score,0.99898
filtered_sequences_psauron_score,0.93782
filtered_sequences_psauron_score,0.96697
filtered_sequences_psauron_score,0.72166
filtered_sequences_psauron_score,0.98932
filtered_sequences_psauron_score,0.99026
filtered_sequences_psauron_score,0.99814
filtered_sequences_psauron_score,0.97518
filtered_sequences_psauron_score,0.99381
filtered_sequences_psauron_score,0.96495
